content,title,id
"Joseph Vithayathil

Joseph Vithayathil was a priest from India who has been declared as Venerable by the Catholic Church.
He was born in Puthenpally, Trichur District of Kerala State of India to Catholic parents of the Vithayathil family on 23 July 1865. He had two brothers and two sisters.

At the suggestion of his parish priest Fr. Zecharias, he started priestly studies and joined the seminary on 30 May 1881. He was ordained as Priest on 11 March 1894 by Bishop Mar Adolph Medlycott of Thrissur Diocese at the St. Antony's Church, Ollur with 11 others.

After being diocesan priest for a few years, in 1902<ref name=""Https://mariamthresia.org_2018-01-03c""></ref> he was sent to perform exorcisms on a young mystic girl called Mariam Thresia. Here he became her Spiritual director until her death in 1926. He asked her to write her life story from early childhood, on the instructions of his Bishop. This resulted in the Autobiographical Notes of Blessed Mariam Thresia dealing with her life experiences and events up to 1905.

He helped her establish the on 14 May 1914 blessed by Mar John Menachery. He was appointed as the Chaplain of this convent in 1922. After the death of the Mariam Thresia, he guided the congregation until the formation of its General Council in 1942. Under his guidance a school for teaching stitching, tailoring, weaving, knitting etc. was started in 1929 at Kuzhikkattussery. 
He died on 08 June 1964 (same date on which Mariam Thresia died) and was buried at Kuzhikkattussery near the tomb of Mariam Thresia.
He was declared as Servant of God on 18 May 2004 by Pope John Paul II. Mar Paul Alapatt, the current bishop of Ramanathapuram Diocese, was the Promotor of Justice for the Cause of the Servant of God Fr. Joseph Vithayathil. He was elevated to Venerable on 14 December 2015 by Pope Francis along with 16 others.",Joseph Vithayathil,362
"Index of Sri Lanka-related articles (F)

This page lists Sri Lanka-related articles with titles beginning with an alphabet letter F.",Index of Sri Lanka related articles  F ,363
"Bell Boy 13

Bell Boy 13 is a 1923 American silent comedy film directed by William A. Seiter, and starring Douglas MacLean, John Steppling, Margaret Loomis, William Courtright, Emily Gerdes, and Eugene Burr. The film was released by First National Pictures on January 19, 1923.


Prints of the film survives in the Library of Congress and UCLA Film and Television Archive.",Bell Boy 13,364
"Yongchulu station

Yongchulu station (), is a station of Line S3 of the Nanjing Metro. It started operations on 6 December 2017.",Yongchulu station,365
"Pingliangdajie station

Pingliangdajie station (), is a station of Line S3 of the Nanjing Metro. It started operations on 6 December 2017.",Pingliangdajie station,366
"Index of Sri Lanka-related articles (G)

This page lists Sri Lanka-related articles with titles beginning with an alphabet letter G.",Index of Sri Lanka related articles  G ,367
"Scarlet fever (disambiguation)

Scarlet fever is a relatively common disease.

Scarlet Fever may also refer to:",Scarlet fever  disambiguation ,368
"Index of Sri Lanka-related articles (H)

This page lists Sri Lanka-related articles with titles beginning with an alphabet letter H.",Index of Sri Lanka related articles  H ,369
"Vashon Island School District

Vashon Island School District is a school district headquartered in Vashon Island, Washington.",Vashon Island School District,370
"Index of Sri Lanka-related articles (I)

This page lists Sri Lanka-related articles with titles beginning with an alphabet letter I.",Index of Sri Lanka related articles  I ,371
"Pomptina (gens)

The gens Pomptina was a minor plebeian family at ancient Rome. The gens is best known from Gaius Pomptinus, praetor in 63 BC, who helped suppress the conspiracy of Catiline, and later defeated the Allobroges. Few of the Pomptini appear in history, but others are known from inscriptions.

The nomen ""Pomptinus"" seems to be derived from the region of the Pomptine Marshes, in southeastern Latium. This area was brought under Roman control following the defeat of the Volscians in 358 BC, and the ""tribus Pomptina"" organized. The Pomptini might be of either Latin or Volscian origin. In different sources, the nomen can be found as ""Pomptinius"", ""Pontinius"", ""Pomtinus"", and ""Pontinius"".",Pomptina  gens ,372
"Index of Sri Lanka-related articles (J)

This page lists Sri Lanka-related articles with titles beginning with an alphabet letter J.",Index of Sri Lanka related articles  J ,373
"Index of Sri Lanka-related articles (K)

This page lists Sri Lanka-related articles with titles beginning with an alphabet letter K.",Index of Sri Lanka related articles  K ,374
"Zapote River (Philippines)

Zapote River is a river in the Philippines located between the border of the Province of Cavite, and Metro Manila. Zapote River has a length of 5.81 kilometres.

The Battle of Zapote River was fought on June 13, 1899 between 1,200 Americans and between 4,000~5,000 Filipinos. It was the second largest battle of the Philippine–American War after the Battle of Manila five months before in February 1899. Zapote River separates the town of Las Piñas in what was then Manila province from Bacoor in the province of Cavite. The ruins of Zapote Bridge still stands next to its replacement bridge on Aguinaldo Highway.",Zapote River  Philippines ,375
"Index of Sri Lanka-related articles (L)

This page lists Sri Lanka-related articles with titles beginning with an alphabet letter L.",Index of Sri Lanka related articles  L ,376
"Piano Trio No. 2 (Dvořák)

Antonín Dvořák's Piano Trio No. 2 in G minor, Op. 26 (B. 57), is a chamber composition, written in 1876. The trio was written shortly after the death of his eldest daughter Josefa, and although Dvorak never wrote that the piece was intended as a memorial it is generally regarded as such. The Presto - Trio movement foreshadows the more well-known ""Slavonic Dances"".

The composition consists of four movements in the classical tradition:",Piano Trio No  2  Dvořák ,377
"Muhammad Idrees

Muhammad Idrees is a Pakistani politician hailing from Nowshera District, who is currently a member of the Khyber Pakhtunkhwa Assembly, belonging to the Pakistan Tehreek-e-Insaf. He is also serving as chairman and member of the different committees.

Idrees was elected as the member of the Khyber Pakhtunkhwa Assembly on ticket of Pakistan Tehreek-e-Insaf from PK-15 (Nowshera-IV) in Pakistani general election, 2013.",Muhammad Idrees,378
"Index of Sri Lanka-related articles (M)

This page lists Sri Lanka-related articles with titles beginning with an alphabet letter M.",Index of Sri Lanka related articles  M ,379
"Protonympha

Protonympha is a form genus for problematic fossils of Devonian age in New York. It has been of special interest because of its morphological similarity with the iconic Ediacaran fossil ""Spriggina"", and may have been a late surviving vendobiont. 

""Protonympha"" is a flat, quilted fossil, which in the past has been compared with the arm of a starfish or an annelid worm, but lacks a segmented carapace or stereom. Its preservation in sandstone is like Ediacaran type preservation. It is not found with marine fossils, but only with plant fossils and freshwater fish, and its rhizoid-like extensions are evidence it lived on land.",Protonympha,380
"Index of Sri Lanka-related articles (N)

This page lists Sri Lanka-related articles with titles beginning with an alphabet letter N.",Index of Sri Lanka related articles  N ,381
"Damián Patriarca

Damián Patriarca (born 28 June 1983) is a former professional tennis player from Argentina.

Born in Paraná to Sergio and Silvia Patriarca, he is one of three brothers and learned his tennis at the local Club de Tenis Urquiza.

Patriarca, who played right-handed, turned professional in 2000 and won regular titles on the Futures circuit during his career. In 2005 he won two Challenger tournaments in doubles and was singles runner-up at the Geneva Open Challenger, along the way beating Andreas Vinciguerra and Óscar Hernández. He took part in the qualifying draw of the men's singles at the 2006 Wimbledon Championships and a month later qualified for the Austrian Open Kitzbühel, his only main draw appearance on the ATP Tour. In the first round he played an Austrian, Andreas Haider-Maurer, who beat him in three sets.

An ankle injury forced him to retire from professional tennis aged 24 and he instead turned to coaching. He was the coach of Juan Mónaco in the 2013 season and has since moved to the Mexican city of Acapulco to run a tennis school.",Damián Patriarca,382
"Index of Sri Lanka-related articles (O)

This page lists Sri Lanka-related articles with titles beginning with an alphabet letter O.",Index of Sri Lanka related articles  O ,383
"Rooks County Courthouse

The Rooks County Courthouse, located at 115 N. Walnut St. in Stockton, Kansas, was listed on the National Register of Historic Places in 2002.

It was designed by architect Frank C. Squires and was built by Cuthbert and Sons. It is a four-story Classical Revival-style building which is in plan and tall.",Rooks County Courthouse,384
"Index of Sri Lanka-related articles (P)

This page lists Sri Lanka-related articles with titles beginning with an alphabet letter P.",Index of Sri Lanka related articles  P ,385
"Pawned (film)

Pawned is a 1922 American silent melodrama film directed by Irvin Willat, and starring Tom Moore, Edith Roberts, Charles K. Gerrard, Josef Swickard, Mabel Van Buren, and James O. Barrows. It is based on the 1921 novel of the same name by Frank L. Packard. The film was released by Selznick Distributing Corporation on November 13, 1922.


The film is now considered lost.",Pawned  film ,386
"Glenlyon, Queensland

Glenlyon is a locality in the Southern Downs Region, Queensland, Australia.

The locality's name is derived from Glenlyon pastoral run taken up in 1844 by Alexander McLeod. The run can be seen on an 1883 Darling Downs Run Map on Pikes Creek, south of Pikes Creek run.",Glenlyon  Queensland,387
List of wars involving Lesotho,List of wars involving Lesotho,388
"1958 Mailuu-Suu tailings dam failure

The 1958 Mailuu-Suu tailings dam failure in the industrial town of Mailuu-Suu, (Kyrgyz: Майлуусуу), Jalal-Abad Region, southern Kyrgyzstan, caused the uncontrolled release of of radioactive waste. 

The event caused a number of direct casualties and widespread environmental damage. It was the single worst incident in a region of arid, mountainous western Kyrgyzstan, with a collection of shuttered Soviet-era uranium mining and processing sites, a legacy of extensive radioactive waste dumps, and a history of flooding and mudslides.

As of 2017, despite recent remediations funded by the World Bank and others, the treatment of radioactive waste at Mailuu-Suu still poses serious health and safety risks for local residents. 

Oil was discovered here in the early 1900s. Deposits of radium-bearing barites had been discovered by Alexander Fersman in 1929, during his national mineralogical resources survey for the new Soviet government. Uranium mining began in 1946, organized by the ""Zapadnyi Mining and Chemical Combine"". In addition to mining, two uranium plants would process more than of uranium ore, by ion exchange and alkaline leach, to produce uranium oxide for Soviet atomic bomb projects. The processed ore was both mined locally and imported from elsewhere in the Eastern bloc. 

The town was classified as one of the Soviet government's secret cities, officially known only as ""Mailbox 200"".

Uranium mining was halted in 1968. Operations left behind some 23 separate uranium tailings dams and 13 waste rock dumps, poorly designed on unstable hillsides above a town of 20,000 people in an area prone to both landslides and earthquakes, holding a total of material containing radionuclides and heavy metals. No attempt to stabilize or seal the material was done when Soviet mining ceased. 

On April 16, 1958, with mining and processing plants still operational, a combination of poor design, neglect, heavy rainfall and a reported earthquake caused the #7 tailings dam at Mailuu-Suu to fail. About 50% of the entire volume of the dam flowed into the swift Mailuu-Suu River, only downhill from the breach. The waste then spread about downstream across the national border into Uzbekistan then into the heavily populated Fergana Valley. The Mailuu-Suu River is a tributary of the Kara Darya, used for agricultural irrigation in the valley. 

Some fatalities, building destruction, and contamination of the flood plain were reported as the direct result of the mudflow. Lack of any public response by officials makes it difficult to identify fatalities from the April 1958 event, especially as distinguished from everyday exposure. 

Longterm health effects are more measurable. Grave threats to long-term residents persist, with residents experiencing far higher rates of cancer, goiter, anemia, and other illnesses related to radiological exposure.

Mailuu-Suu was found to be one of the 10 most polluted sites in the world in a study published in 2006 by the Blacksmith Institute.

Annual spring flooding and the lack of maintenance pose a continued threat of further releases of radioactive material. In 1994, a new landslide temporarily dammed the Mailuu-Suu River. In 2002 a flood caused by a mudslide nearly submerged a tailings pit. 

The World Bank approved a US$5 million grant to reclaim the tailings pits in 2004, and approved an additional $1 million grant for the project in 2011. The United Nations Development Programme, and the European Bank for Reconstruction and Development have also funded programs.",1958 Mailuu Suu tailings dam failure,389
"Harville (disambiguation)

Harville is a commune in Meuse, France.

Harville may also refer to:",Harville  disambiguation ,390
"Durga Puja of Bangladesh

Durgapuja is the largest hindu festival of Bangladesh. According to census of Bangladesh hindu is 8.5% of total population of this country. Bangladesh is homeland a large number of Bengali Hindu near about 18 million. Durgapuja is the most important festival of Bengali hindu. Numerous Durga Puja mandaps are built and pujas held in them during every Puja in Bangladesh and this figure is increasing every year. 

Near about 30,000 permanent and temporary pandals have been erected in Bangladesh including 250 in Dhaka this year.
In Dhaka City, Dhakeshwari National Temple, Ramkrishna Mission and Math, Kalabagan, Banani, Shakhari Bazar and Dhaka University Jagannath Hall puja mandaps might be seen the largest number of crowd of devotees.
The number of puja pandals has increased every year. Chittagong district will see near about 1,800 puja pandals which is the highest numbers in a district wise. As many as 1,200(approximately) puja will be held in Dinajpur and 1,200 in Gopalganj.",Durga Puja of Bangladesh,391
"Solidaridad book shop

Solidaridad book shop in the Ermita district of Manila opened its doors in 1964. It is owned by Philippine national artist F. Sionil José and managed by him and his family. It is sometimes called ""The best little bookstore in Asia"".

The shop features the owner's own works and works by other Filipino literary luminaries such as Jose Rizal, Nick Joaquin, F. Sionil Jose, Paz Marquez, N.V.M. Gonzalez, Gilda Cordero-Fernando, Bienvenido Santos, Lualhati Bautista. they also offer foreign titles chosen by Mr. F. Sionil Jose himself. It has been claimed that they have the widest selection of Filipiniana works in the Philippines.",Solidaridad book shop,392
"Index of Sri Lanka-related articles (Q–R)

This page lists Sri Lanka-related articles with titles beginning with an alphabet letters A–R.",Index of Sri Lanka related articles  Q–R ,393
"Index of Sri Lanka-related articles (S)

This page lists Sri Lanka-related articles with titles beginning with an alphabet letter S.",Index of Sri Lanka related articles  S ,394
"2018 in radio

The following is a list of events affecting radio broadcasting in 2018. Events listed include radio program debuts, finales, cancellations, and station launches, closures and format changes, as well as information about controversies.

https://radioinsight.com/headlines/122439/iheart-starts-double-flip-columbus-ga/

https://radioinsight.com/headlines/122439/iheart-starts-double-flip-columbus-ga/",2018 in radio,395
"Alexander &amp; Anna Schwartz Farm

The Alexander & Anna Schwartz Farm, located at 57 E. Rd. 70 in Dighton, Kansas, was listed on the National Register of Historic Places in 2014.

It includes three buildings (a house built c.1928, a barn, and a smokehouse/cellar) and an Aermotor windmill. The house is built of structural hollow clay tile, also known as structural terra cotta.",Alexander  amp  Anna Schwartz Farm,396
"Index of Sri Lanka-related articles (T)

This page lists Sri Lanka-related articles with titles beginning with an alphabet letter T.",Index of Sri Lanka related articles  T ,397
"List of top 10 singles in 2018 (Australia)

This is a list of singles that charted in the top ten of the ARIA Charts in 2018.

An asterisk (*) represents that a single is in the top ten as of the issue dated January 22, 2018.


Notes:

The following table shows artists who achieved two or more top 10 entries in 2018, including songs that reached their peak in 2017. The figures include both main artists and featured artists. The total number of weeks an artist spent in the top ten in 2018 is also shown.",List of top 10 singles in 2018  Australia ,398
"Index of Sri Lanka-related articles (U–V)

This page lists Sri Lanka-related articles with titles beginning with an alphabet letters U and V.",Index of Sri Lanka related articles  U–V ,399
"Index of Sri Lanka-related articles (W–X)

This page lists Sri Lanka-related articles with titles beginning with an alphabet letters W and X.",Index of Sri Lanka related articles  W–X ,400
"Index of Sri Lanka-related articles (Y–Z)

This page lists Sri Lanka-related articles with titles beginning with an alphabet letters Y and Z.",Index of Sri Lanka related articles  Y–Z ,401
"Wuhoujie station

Wuhoujie station (), is a station of Line S3 of the Nanjing Metro. It started operations on 6 December 2017.",Wuhoujie station,402
"Gaomiaolu station

Gaomiaolu station (), is a station of Line S3 of the Nanjing Metro. It started operations on 6 December 2017.",Gaomiaolu station,403
"Tianbao station (Nanjing Metro)

Tianbao station (), is a station of Line S3 of the Nanjing Metro. It started operations on 6 December 2017.",Tianbao station  Nanjing Metro ,404
"Liucun station

Liucun station (), is a station of Line S3 of the Nanjing Metro. It started operations on 6 December 2017.",Liucun station,405
"Emigdio C. Cruz

Emigdio C. Cruz was a Philippine Army officer and a recipient the Philippines' highest military award for courage, the Medal of Valor. Cruz was the personal physician of Manuel Quezon. After accompanying the Philippine President to the United States at the onset of the Pacific War, Cruz was sent back to the Philippines by Douglas MacArthur in order to establish contact with Filipino guerrillas fighting the Imperial Japanese forces occupying the country. 

""Major Emigdio C Cruz (0520467) Philippine Army, in active service in the Army of the United States<br>

for exceptional heroism beyond the call of duty in action on a secret mission from Washington to Australia and to the Philippines, from May 3, 1943 to February 28, 1944, the Medal for Valor is awarded to Major Emigdio C. Cruz, Philippine Army, in the active service of the Army of the United States. Major Cruz volunteered for the hazardous mission of entering the Philippines and obtaining information there of the great importance to the Government of the Commonwealth and the Southwest Pacific Command. His capture by the enemy would have meant torture and certain death. He landed in Negros, traveled by various means and under various guises to Manila and returned to Australia and thence to Washington, with his mission fully and satisfactorily accomplished. In accomplishing this dangerous mission, Major Cruz showed daring resourcefulness and long sustained courage.""",Emigdio C  Cruz,406
"Maluowei station

Maluowei station (), is a station of Line S3 of the Nanjing Metro. It started operations on 6 December 2017.",Maluowei station,407
"Lanhuatang station

Lanhuatang station (), is a station of Line S3 of the Nanjing Metro. It started operations on 6 December 2017.",Lanhuatang station,408
"Shuanglong station (Nanjing Metro)

Shuanglong station (), is a station of Line S3 of the Nanjing Metro. It started operations on 6 December 2017.",Shuanglong station  Nanjing Metro ,409
"Dickson Yu

Dickson Yu Tak-shing (; born 2 September 1989) is a Hong Kong actor and television presenter. In 2016, Yu debuted as an actor, and scored his first major role in 2017, as ""Ocean"" in TVB's ""My Ages Apart"".

Yu was born and raised in Hong Kong. He attended the Pun U Association Wah Yan Primary School and the prestigious secondary school, Wah Yan College. Yu was a competitive swimmer, and was a member of Hong Kong's national swimming team. Despite being a frequent competitor in athletic meets, Yu failed to qualify for the Asian Games. This led to his decision to forgo his swimming career.

In 2011, Yu graduated with a degree in business administration from the City University of Hong Kong. He worked for a brand company, but quit the job to become a radio DJ and writer for Metro Broadcast. In 2013, Ricky Fan introduced him to TVB.

Yu's first gig with TVB was being a presenter for ""TVB Sports News"". In 2015, Yu was offered a spot to host the children's program series ""Kids, Think Big"". In 2016, he crossed over to TVB's drama department, and was trained by Anthony Wong. He earned minor speak roles in ""Blue Veins"" (2016) and ""Two Steps from Heaven"" (2016). Yu rose to popularity after portraying ""Ocean"" in the 2017 television drama ""My Ages Apart"".",Dickson Yu,410
"Shiqihe station

Shiqihe station (), is a station of Line S3 of the Nanjing Metro. It started operations on 6 December 2017.",Shiqihe station,411
"Aspergillus biplanus

Aspergillus biplanus is a species of the genus of ""Aspergillus"" which occur in soil from subtropical moist forest.",Aspergillus biplanus,412
"Qiaolinxincheng station

Qiaolinxincheng station (), is a station of Line S3 of the Nanjing Metro. It started operations on 6 December 2017.",Qiaolinxincheng station,413
"Linshan station

Linshan station (), is a station of Line S3 of the Nanjing Metro. It started operations on 6 December 2017.",Linshan station,414
"Gaojiachong station

Gaojiachong station (), is a station of Line S3 of the Nanjing Metro. It started operations on 6 December 2017.",Gaojiachong station,415
"Goomburra, Queensland

Goomburra is a town and a locality in the Southern Downs Region, Queensland, Australia.

Goomburra is the valley of Dalrymple Creek which flows from east to west away from the Great Dividing Range towards Allora. The creek eventually becomes a tributary of the Condamine River.

The town's name came from the name of a pastoral run operated by pastoralist Patrick Leslie from 1840 to 1841. It is an Aboriginal word which is either a corruption of ""gooneburra"" meaning ""fire black tribe"", or which means a ""shield derived from the kurrajong tree"".

Goomburra was the terminus of the Goomburra railway line which opened in 1912 and closed in 1961.",Goomburra  Queensland,416
"Alice Acheson

Alice Stanley Acheson (August 12, 1895 – January 20, 1996) was an American painter and printmaker.

Born in Charlevoix, Michigan, Acheson was the daughter of artist Jane C. Stanley and granddaughter of John Mix Stanley; her father Louis was a railroad lawyer. She grew up in Detroit. She majored in art at Wellesley College, where among her classmates was the sister of Dean Acheson, who introduced the couple; the two married in May 1917, the same month in which she graduated from college. She continued her artistic studies both before and after moving to Washington, D.C. with her husband, taking lessons at the School of the Museum of Fine Arts, Boston, the Corcoran School of Art, and the school at the Phillips Collection. From 1919 she was active in as an artist in Washington, eventually joining and exhibiting with the Society of Washington Artists, from which she received an honorable mention in 1940; she was also an active member of the Washington Water Color Club, the Artists Guild of Washington, and the National Association of Women Artists. For the duration of World War II she abandoned painting to pursue agriculture in support of the war effort, also teaching painting and drawing to wounded servicemen at the Forest Glen annex of Walter Reed Army Medical Center. She took it up again when her husband was appointed United States Secretary of State, but she refused to exhibit until he returned to private life, feeling she would be using his fame to further her own career. Acheson was described as a fashionable woman who, though she took scant interest in foreign affairs, was devoted to her husband and would defend him against any ill feeling. The couple were the parents of three children, all of whom survived her, as did six grandchildren and six great-grandchildren. She was also noted for her passion for Scrabble and for her independent spirit, at 85 telling off a teenage mugger who attempted to rob her. Acheson died at her home in Washington, and was buried in Oak Hill Cemetery alongside her husband.

Acheson worked in pastels, watercolor, and oils during her career, progressing from a representational style to something approaching abstraction. Four of her works are in the collection of the Hirshhorn Museum and Sculpture Garden, part of the original bequest by Joseph Hirshhorn; they include a still-life in oil, dated before 1956; an undated landscape in oil; a 1975 watercolor view of Phnom Penh; and a 1970 collage titled ""The City"". Two undated watercolors are owned by the Smithsonian American Art Museum. Other pieces are owned by the Phillips Collection, the National Museum of Women in the Arts, and the Harry S. Truman Presidential Library and Museum. Her work was formerly in the collection of the Corcoran Gallery of Art, and may be found as well at American University and in the Barnett-Aden Collection. Several of her linoleum cut prints were used to illustrate ""New Roads in Old Virginia"" by Agnes Rothberg in 1937. A vertical file pertaining to Acheson's work is at the library of the Phillips Collection; other papers may be found with her husband's private documents at the Yale University Library. She is also featured in some materials held among her husband's official papers at the Harry S. Truman Presidential Library and Museum.",Alice Acheson,417
"Huitonglu station

Huitonglu station (), is a station of Line 4 of the Nanjing Metro. It started operations on 18 January 2017.",Huitonglu station,418
"Mengbei station

Mengbei station (), is a station of Line 4 of the Nanjing Metro. It started operations on 18 January 2017.",Mengbei station,419
"Alexis Demirdjian

Alexis Demirdjian is a Canadian attorney. He has worked at the ICC since 2015 and previously worked as a trial attorney at the ICTYs Office of the Prosecutor (OTP) in the Hague. He graduated from the Université de Montréal with a Masters in International Law. 

Demirdjian published a 2005 paper with Rodney Dixon, a member of Association of Defence Counsel of the ICTY, about plea-bargaining at the ICTY, where they noted that defense attorneys advising clients must be extremely resourceful in exploring all possible grounds for mitigation given the broad discretionary powers of the Trial Chambers. They noted that sentence reductions were unlikely due to the serious nature of the crimes brought before the Trial Chambers, adding that in most cases, the Trial Chambers would follow the recommendations of the OTP. They identified several key ""mitigating circumstances"" including the resources of the tribunal, protecting the interests of the victims and a genuine admission of guilt. 

He edited an interdisciplinary volume called ""The Armenian Genocide Legacy"" for the centennial anniversary of the Armenian Genocide.",Alexis Demirdjian,420
"Chemical Department (Royal Navy)

The Chemical Department and later known as the Central Dockyard Laboratory was the Admiralty department that was responsible for the testing and trials of lubricants, metals and paints for the Royal Navy it was based at Portsmouth, England from 1870 to 1977.

The Admiralty Chemical Department, Portsmouth, originated in the appointment of an Admiralty Chemist in 1867. In 1870 as the work of the ADMC was expanding led to the creation of a department with supporting researchers and clerical staff being established. In 1956 specific functions of the Central Metallurgical Laboratory transferred to the department when it was re-styled as the Central Dockyard Laboratory. In 1977 it merged with Admiralty Marine Technology Establishment but remained a sub-division of that organisation. It provided Support Services for fleet and shore establishments, including metallurgy, chemistry, biology, paint technology and reactor chemistry research. 

""Post holders included:""
Of note: this is an incomplete list of office holders.",Chemical Department  Royal Navy ,421
"Xiganghuashu station

Xiganghuashu station (), is a station of Line 4 of the Nanjing Metro. It started operations on 18 January 2017.",Xiganghuashu station,422
"Bullish (album)

Bullish is a 1984 album released by Herb Alpert and the Tijuana Brass, though the Tijuana Brass was not involved in the making of this album. The album was reissued in 2017. The music of the album is mostly funk-synth, with Herb Alpert's characteristic trumpet in accompaniment. The album is mostly instrumental, though Lani Hall provides vocals on the track ""Maniac"".",Bullish  album ,423
"Alexander Yevstifeyev

Alexander Alexandrovich Yevstifeyev (; born 14 May 1958) is a Russian politician and lawyer, who is the 4th and current Head of the Mari El Republic.

Yevstifeyev was born on 14th of May 1958 in the settlement of Bredy in Chelyabinsk Oblast. His father worked as a cashier in the State Bank of the USSR and his mother was a nurse. After finishing grade school he worked in highway management for Chelyabinsk Oblast.

In 1980 Yevstifeyev graduated from the Sverdlovsk Law Institute, and in 1984 he finished his postgraduate studies.

Between 1980 and 2000 he worked at the Sverdlovsk Law Institute as a lecturer, associate Professor, Professor of Civil Law, Dean of the Investigation Department, Director of the Institute of justice and Ural state law Academy (now Institute of justice, Ural state law University).

In 2000-2002 he held the post of Deputy Plenipotentiary representative of RF President in the Volga Federal District, where he coordinated the harmonization of laws of the fifteen regions of the Russian Federation in compliance with the Constitution of the Russian Federation and Federal legislation.

From 2002 to 2004 he was a Senator, representing Yamalo-Nenets Autonomous Okrug.

From 2004 to 2012, he was the Chairman of the Ninth arbitration appeals court that performs judicial acts adopted by Arbitration court of Moscow, as well as Deputy Chairman of the Supreme qualification Collegium of judges.

From 2014 to 2017 he was the Chairman of the Arbitration Court of the Moscow Oblast.

On 6th of April 2017, by the decree of the President of Russia, he was appointed as acting Head of the Mari El Republic.

On 19th of May 2017 Yevstifeyev declared his intent to run for the position of the Head of the Republic. Despite the fact that he is a non-partisan, he participated in the primaries of United Russia for the party nomination. Additionally Yevstifeyev was supported by the Communist Party.

On 10th September 2017, Alexander Yevstifeyev won the election in a landslide victory, gaining 88.27% of the votes.

On 21st September he assumed the position of Head of the Mari El Republic.

Yevstifeyev is married, with two sons. His wife is named Yulia. His eldest son, Artyom, is a graduate of the Moscow Academy of Law and works as an assistant to the special prosecutor. His younger son Alexander is a student at the law faculty of Moscow State University.",Alexander Yevstifeyev,424
"Renan Faccini

Renan ""Crow"" Faccini (born September 1, 1989) is a Brazilian professional bodyboarder born in Santos, São Paulo.

At the age of 7 Renan moved with his mother to the United States and started bodyboarding once he was 10 on the famous beach of The Wedge in California. After the 9/11 terrorist attacks Renan moved back with his family to Brazil where he began to take bodyboarding seriously and made it a goal to make a living out of the sport.
He started to compete when he was 15 and won junior division, amateur and professional competitions of São Paulo-Brasil nationals.

He also won best trick and placed 3rd on the shore break championship at Rio de Janeiro in 2009 as the youngest athlete in the competition that included some of the best bodyboarders in Brazil.

He got sponsored by European brand Respect Bodyboards and Deluxe Fins where he eventually developed his own Pro Model signature Board and Fins that began selling worldwide.

On the age of 19 Renan decided to stop competiting and start focusing on free style bodyboarding, making videos and gaining recognition.

His first movie ""Addiction: the Movie"" launched in 2011 at a theater in Santos and afterwards was released online garnering thousands of views.

Renan also participated on Passing Through, winner of Best Feature Film of the Year by RipTide Magazine.

Renan won the Nikon surf photo of the year in 2014 and best photo of the Red Bull Illume photo awards in 2016, both with a photo taken by Luke Shadbolt.

In 2015 Renan won the third event of the Free Surf Bodyboarding World Tour with a total of 34% of the public and judge votes.

In 2015 Renan launched the Slasher Pull, a machine designed by him as the first portable winch made for bodyboard tow outs and that resists salt water and sand, capable of pulling athletes at 50 km/h with a rope within seconds to hit waves and perform big tricks even in small waves, changing what you can do with a bodyboard in bad wave conditions. The Slasher Pull 2.0 was later developed and began being sold worldwide. 

In 2016 Renan was featured on the surfing and bodyboarding game YouRiding with over 100 thousand downloads on the Apple store and Google Play. It includes Renan's tips to make it through his favorite wave in Brazil and also features his personal board design as a playable board.

In 2016 Renan launched his new movie Show Time, selling out the Guarany theater in the city of Santos with 400 tickets sold.

In 2017 Renan and his brother Luke Faccini started their own brand SkullBoards, selling Renan Faccini's signature pro models worldwide.",Renan Faccini,425
"Tongshan station

Tongshan station (), is a station of Line S9 of the Nanjing Metro. It started operations on 30 December 2017.",Tongshan station,426
"Shijiao station

Shijiao station (), is a station of Line S9 of the Nanjing Metro. It started operations on 30 December 2017.",Shijiao station,427
"Mingjue station

Mingjue station (), is a station of Line S9 of the Nanjing Metro. It started operations on 30 December 2017.",Mingjue station,428
"Aspergillus flavescens

Aspergillus flavescens is a rare species of the genus of ""Aspergillus"". ""Aspergillus flavescens"" can cause Myringomycosis.",Aspergillus flavescens,429
