content,title,id
"Pseudo K-tuple nucleotide composition

The Pseudo K-tuple nucleotide composition or PseKNC, was extended from Chou’s Pseudo amino acid composition or PseAAC . Both PseAAC and PseKNC are of vector descriptor, but the former represents protein or peptide sequences while the latter represents DNA or RNA sequences. 

To avoid completely losing the sequence-order information for protein and peptide sequences, the pseudo amino acid composition or PseAAC was proposed by Kuo-Chen Chou. But how about for DNA and RNA sequences? To address this problem, the pseudo K-tuple nucleotide composition or PseKNC was proposed. For the convenience scientific community, a freely available web server, called PseKNC and an open source package, called PseKNC-General were developed in 2013 and 2014, which could convert large-scale sequence datasets to pseudo nucleotide compositions with numerous choices of physicochemical property combinations. PseKNC-General can generate several modes of pseudo nucleotide compositions, including conventional k-tuple nucleotide compositions, Moreau–Broto autocorrelation coefficient, Moran autocorrelation coefficient,Geary autocorrelation coefficient, Type I PseKNC and Type II PseKNC. 

Like PseAAC in computational proteomics and proteome analysis, PseKNC has also been increasingly used in computational genomics and performing various genome analyses.",Pseudo K tuple nucleotide composition,99
"Alpine skiing at the 2018 Winter Olympics – Men's slalom

The men's slalom competition of the PyeongChang 2018 Olympics will be held on 22 February 2018 at the Yongpyong Alpine Centre at the Alpensia Sports Park in PyeongChang.

A total of up to 320 alpine skiers qualified across all eleven events. Athletes qualified for this event by having met the A qualification standard, which meant having 140 or less FIS Points and being ranked in the top 500 in the Olympic FIS points list or meeting the B standard, which meant 140 or less FIS points. Countries not meeting the A standard were allowed to enter a maximum of one B standard athlete per gender. The Points list takes into average the best results of athletes per discipline during the qualification period (July 1, 2016 to January 21, 2018). Countries received additional quotas by having athletes ranked in the top 30 of the 2017–18 FIS Alpine Ski World Cup (two per gender maximum, overall across all events). After the distribution of B standard quotas (to nations competing only in the slalom and giant slalom events), the remaining quotas were distributed using the Olympic FIS Points list, with each athlete only counting once for qualification purposes. A country could only enter a maximum of four athletes for the event.

The race will be started at 10:15 (Run 1) and 13:45 (Run 2).",Alpine skiing at the 2018 Winter Olympics – Men s slalom,100
"2018 in England

Events from 2018 in England",2018 in England,101
"Calentura

Calentura may refer to:",Calentura,102
"Kenneth Evett

Kenneth Evett (1913-May 28, 2005), also known as Kenneth Warnock Evett was an American artist.

He was born in Loveland, Colorado in 1913.

He died in Ithaca, New York in 2005.

A number of post offices containing his murals are listed on the National Register of Historic Places, with their significance being due to the murals. These include:",Kenneth Evett,103
"1995 Wisconsin Badgers men's soccer team

The 1995 Wisconsin Badgers men's soccer team represented the University of Wisconsin–Madison during the 1995 NCAA Division I men's soccer season and the 1995 Big Ten Conference men's soccer season. It was the program's 19th season of existence and their 19th season in NCAA Division I and the Big Ten Conference.

The 1995 season saw the Badgers win their first, and to date, only national championship. Played in front of the second-largest NCAA soccer crowd in history, Wisconsin beat Duke to win the 1995 NCAA Division I Men's Soccer Championship. Additionally, the Badgers were, along with Indiana, co-champions of the 1995 Big Ten Conference Men's Soccer Tournament. Wisconsin would not win the title again until 2017. 

On October 13, 1995, the Badgers had their highest crowd in program history. 2,470 people attended their 2-0 win against Indiana. 

!colspan=6 style=""""| Regular season

!colspan=6 style=""""| Big Ten Tournament

!colspan=6 style=""""| NCAA Tournament

The following players earned a postseason award.






The following members of 1995 Wisconsin Badgers men's soccer team were selected in the 1996 MLS College Draft.",1995 Wisconsin Badgers men s soccer team,104
"Glan-Blies Way

The Glan-Blies Way () is a long distance cycle route and hiking trail that is 130 kilometres long. It begins in the German state of Rhineland-Palatinate at Staudernheim on the River Nahe, follows the course of the Glan, crosses the state of Saarland along the Blies and finishes in Lorraine. 

The way begins on the Nahe Cycleway. Running past Disibodenberg Abbey and then making its way via Odernheim am Glan and Meisenheim it reaches the Kusel Musikantenland. In the Veldenz town of Lauterecken there is a railway connexion and the option to switch onto the Lauter Valley Cycleway to Kaiserslautern. A few kilometres further on, the trail passes Offenbach-Hundheim and the old Benedictine Provost Church of St. Mary. It then continues initially in a southwesterly direction, then swings south to Altenglan. At Altenglan, a junction with the Fritz-Wunderlich Way runs through Kusel on an old railway trackbed to Freisen. Between Altenglan and Staudernheim, there is a separate draisine route that runs through the Glan valley. The cycleway continues for two kilometres alongside the federal highway.
Between Glan-Münchweiler and Niedermohr the Barbarossa Cycleway branches off, running through North Palatinate to Worms. From Glan-Münchweiler the route follows the old trackbed of the Glan Valley Railway via Nanzdietschweiler, with its old washing facility and the preserved mill from 1884, through the Elschbach Tunnel. It continues past the lake of Ohmbachsee to Schönenberg-Kübelberg, where it passes the protected railway station. Next, the way passes Waldmohr with its bog mill and the Eichelscheiderhof. Here it leaves the route of the railway and follows cycle tracks to Homburg. 

After Beeden the way runs along the River Blies through the Bliesgau Biosphere Reserve. In Wörschweiler, a detour goes to the abbey ruins and the Schwarzenacker Roman Museum. On the next stage, the route reaches Blieskastel with its baroque ""Altstadt"". The route runs along the old embankment of the Blies Valley Railway. The last station on German soil is the Bliesbruck-Reinheim European Culture Park, with a Celtic prince's grave and settlement from the Roman era. Here the way crosses the Franco-German border and comes to an end after Saargemünd (French: ""Sarreguemines"") at the confluence of the Blies and the Saar. 

In Sarreguemines the Glan-Blies Way is joined from the north by the Saar Cycleway, which runs between Sarreguemines and Völklingen parallel to the Saarland Cycleway. To the south is a junction with the cycling path along the Saar Canal and thus to the French cycle network.

The bidirectional way is signposted throughout. The waymarks along the route give the distances and destinations as well as the logo of the way. The multicoloured logo depicts a beckoning cyclist and bears the inscription ""Glan-Blies-Weg"". The route runs predominantly on asphalt forest tracks, farm tracks and cycle paths.",Glan Blies Way,105
"2011–12 Botafogo FC (Cape Verde) season

The 2011–12 Sporting Clube da Praia season were in the island division of Cape Verdean football. The club finished third place behind the other top clubs of the island, Vulcânicos and Académica do Fogo.

The club scored a total of 41 goals, the most alongside Vulcânico, their total points was 35.",2011–12 Botafogo FC  Cape Verde  season,106
"Banagram, Kamarhati, Nadia

Banagram is a small locality or village in Krishnanagar II CD Block in Krishnanagar Sadar subdivision of Nadia district of West Bengal, India beside Kamarhati, Nadia. Three Hindu Temple, one monastery, ""Banagram Radha Madhob Seba Ashram"" are there.
Most of the people migrated to ""Banagram"" from Bangladesh at the time of the partition of India in 1947. According to senior villagers of this locality, before 1947 population of this area was very poor and it was full of trees and it is spinney like. 

""Banagram"" is located at .
Most of the land is used for cultivation. The main crops of ""Banagram"" are rice, mustard, jute and marigold flower.

Dhubulia Police Station serves the area of ""Banagram"". The total area covered by the police station is 134.74 km.

Post Office of ""Banagram"" is Kamarhati Branch Post Office and postal code is 741154.

Most of the people of ""Banagram"" depends on Cultivation. Also, many of them earn from Cottage industry.

In ""Banagram"" there is a primary school named, Banagram Board Primary School. For higher education students have to go neighbour village Kamarhati Chittaranjan High School",Banagram  Kamarhati  Nadia,107
"Fred Woudhuizen

Frederik Christiaan Woudhuizen (born 13 February 1959) is an independent scholar who studies ancient Indo-European languages, hieroglyphic Luvian/Luwian, and Mediterranean protohistory. He is the former editor of ""Talanta, Proceedings of the Dutch Archaeological and Historical Society"".",Fred Woudhuizen,108
"Oshada Fernando

Oshada Fernando (born 15 April 1992) is a Sri Lankan cricketer. He made his first-class debut for Colts Cricket Club in the 2010–11 Premier Trophy on 1 April 2011.",Oshada Fernando,109
"Stadio Valentino Mazzola

Stadio Valentino Mazzola is a multi-use stadium in Santarcangelo di Romagna, Italy. It is currently used mostly for football matches and is the home ground of Santarcangelo Calcio. The stadium holds 3,000.",Stadio Valentino Mazzola,110
"The Benefactor (1942 film)

The Benefactor (French: Le bienfaiteur) is a 1942 French drama film directed by Henri Decoin and starring Raimu, Suzy Prim and Pierre Larquey.

The film's sets were designed by the art director Serge Piménoff.

It portrays a man who leads a double life. In his home town in the provinces he is a respected citizen, but in Paris he is an underworld gang leader.",The Benefactor  1942 film ,111
"Shannon Bilbray-Axelrod

Shannon Mary Bilbray-Axelrod (born 1973) is a Democratic member of the Nevada Assembly. She represents the 34th district, which covers parts of the western Las Vegas Valley.

Bilbray-Axelrod was born in Las Vegas in 1973, and graduated from the University of San Diego. She is the daughter of former U.S. Representative James Bilbray, and her sister, Erin Bilbray, was an unsuccessful 2014 candidate for Nevada's 3rd congressional district.

Bilbray-Axelrod ran for the Assembly in 2016, prevailing in a three-way Democratic primary and defeating Republican Matt Williams in the general election.

In March 2017, it was reported Bilbray-Axelrod has registered in 2016 as a foreign agent on behalf of Saudi Arabia, in order to lobby against the Justice Against Sponsors of Terrorism Act.

Bilbray-Axelrod and her husband, Danny Axelrod, have a daughter, Molly.

Bilbray-Axelrod supports legalization of marijuana, and supports expanding background checks for gun purchases.",Shannon Bilbray Axelrod,112
"Sammika Ruwan

Sammika Ruwan (born 14 May 1985) is a Sri Lankan cricketer. He made his first-class debut for Panadura Sports Club in the 2004–05 Premier Trophy on 1 October 2004.",Sammika Ruwan,113
"Stadio Marco Lorenzon

Stadio Marco Lorenzon is a multi-use stadium in Rende, Italy. It is currently used mostly for football matches and is the home ground of Rende Calcio. The stadium holds 5,000.",Stadio Marco Lorenzon,114
"Gerda Kupferschmied

Gerda Kupferschmied (born 19 August 1942) is a German athlete. She competed in the women's high jump at the 1964 Summer Olympics.",Gerda Kupferschmied,115
"The Wave (TV series)

The Wave is a game show which will premiere on 18 January 2018, as a ten-part series on W. It will be hosted by Rylan Clark-Neal with Keri-anne Payne overseeing the contestants. The concept of the show is that teams consisting of two members each will enter the show together. One of the team members will be in the sea whilst the other will stay on land. The teammate in the sea will swim to pontoons to answer questions to win a cash prize. If they get an answer wrong, they get weighed down by rocks.",The Wave  TV series ,116
"Terri Brown

Terri Brown (born September 27, 1947) is an American athlete. She competed in the women's high jump at the 1964 Summer Olympics.",Terri Brown,117
"Gano Grain Elevator and Scale House

The Gano Grain Elevator and Scale House near Kinsley, Kansas were built in c.1915. The property was listed on the National Register of Historic Places in 1993. It has also been known as the Ardell West Grain Elevator and Scale House.

It is located at Ardell, a siding along the main line of the Atchison, Topeka and Santa Fe Railroad tracks, about southwest of Kinsley in Edwards County, Kansas. It is on the southwest corner of US Highway 50 and County Road 9.

The grain elevator is of balloon frame construction and has a capacity of 15,000 bushels. It is in plan and tall.

The scale house, about away, is in plan and tall, and is of frame construction.",Gano Grain Elevator and Scale House,118
"Borror

Borror is an English surname almost exclusively found in the United States where it was adopted by German immigrants as the Americanized spelling of the German occupational surname Bohrer. Notable people with this name include:",Borror,119
"Nairobi College

Nairobi College was a small radical left junior college in East Palo Alto, California for ethnic minority students in the late 1960s.

The College was part of a movement for ethnic minority groups in the United States to have dedicated academic programs to train themselves in the theory and practice of liberation, resistance, and revolution. These programs were referred to as ""Third world colleges"", which sought to practice the principles of self-determination and community empowerment while teaching left-radical ideology in rejection of the perceived bourgeois ideology and white control of mainstream academic institutions. Prominent advocates for this movement included graduate student Angela Davis and professors Herbert Marcuse of the University of California San Diego and Carlos Blanco of Thurgood Marshall College. Other colleges founded as part of this movement included Malcolm X Liberation University, Uhuru Sasa Shule, the Center for Black Education, and Thurgood Marshall College.

Nairobi College began classes in the fall of 1960 with initial funding of $100,000 donated by area residents and private foundations.. 20,000 books were donated by schools, individuals, and publishers, which were kept in two residential garages. Anyone at least 16 years of age was welcome to enroll at no cost. The first class had working-class 100 students, some of whom were high school dropouts. The all-volunteer faculty numbered about 40 and consisted of student and professors from nearby universities as well as community organizers.
Based out of a small private home in East Palo Alto, Nairobi College operated out of stores, church buildings, and homes throughout black, Latino, and Asian neighborhoods in the San Francisco Peninsula.
The college leadership hoped that spreading classes out in these existing structures would integrate it with the needs and reality of their surrounding community, calling it a ""college without walls"" in contrast to the perceived ""ivory tower"" of mainstream academia. It was a two-year college.

The students were primarily African American and Hispanic, although working-class white students were also included. Most of them worked full time and took classes in the evenings. All students were required to utilize their training to provide skilled volunteer work three hours per week in support of area social organizations, such as schools, community health centers, and legal aid.

Instructors included Ed Roberts, a disability rights activist, Tello Nkhereanye, a leftist from South Africa, Frank Omowale Satterwhite, a community organizer, Aaron Manganello, a Marxist minister of education for the Brown Berets, and Mary Hoover, a Stanford academic advocate for African-American English.

In 1966, Nairobi College launched an affiliated preschool through high school program called the Nairobi Day School. By 1971, a $500 tuition charge was instituted, but was usually paid by federal student financial aid and was often waived.",Nairobi College,120
"Estelle Baskerville

Estelle Baskerville (born November 15, 1946) is an American athlete. She competed in the women's high jump at the 1964 Summer Olympics and the 1968 Summer Olympics.",Estelle Baskerville,121
"2009 Saint Francis Cougars football team

The 2009 Saint Francis Cougars football team represented the University of Saint Francis, located in Fort Wayne, Indiana, in the 2009 NAIA football season. They were led by head coach Kevin Donley, who served his 12th year as the first and only head coach in the history of Saint Francis football. The Cougars played their home games at Bishop John D'Arcy Stadium and were members of the Mid-States Football Association (MSFA) Mideast League (MEL). The Cougars finished tied for 2nd place in the MSFA MEL division; they missed the postseason NAIA playoffs for only second time in the team's history.

The 2009 season saw the first home loss since 2001 in a November 7 defeat by St. Xavier. Over that time period, the Cougars won 56 consecutive home games. It also marked the first time the Cougars were not in the NAIA postseason playoff since their inaugural 1998 season.",2009 Saint Francis Cougars football team,122
"Ulla Flegel

Ulla Flegel (born 22 October 1939) is an Austrian athlete. She competed in the women's high jump at the 1964 Summer Olympics.",Ulla Flegel,123
"Corral del Coliseo

The Corral del Coliseo is an old corral de comedias (a Spanish theatre) of 16th century in Seville (Andalusia, Spain), near the Plaza de la Encarnación square, which was later converted into a corral of neighbors and is currently is used as a residential building.

It has been documented that in March of 1612, ""Claramonte"" directs the Corral del Coliseo in Seville, and promises to provide the Company with ""eight old or already premiered comedies for four hundred reales, and new or never seen, at a rate of 250 reales"". It is also known that in 1620, ""Ortiz y los Valencianos"" represented the work of ""Claramonte"" ""The Great King of the Deserts"" in the Corral del Coliseo. In this same year the Corral del Coliseo suffered a devastating fire.

A lawsuit in 1619 between the owner of the Corral del Coliseo and some authors of comedies also serves as a guide to understand the society of the time. The complaint was lodged by Francisco de Rivera, landlord of the Corral del Coliseo, on June 5, 1619, before Juan Muñoz de Escovar, """"of the Council and Accountant major of accounts of His Majesty, Judge of the Performance of this city of Seville"""", against Juan Acacio and Diego de Vallejo (both authors of comedies), because they decided to represent the autos sacramentales of Corpus Christi in the ""Corral de doña Elvira"". With this, they contravened a previous resolution, of May 25, of the same judge in which he arranged to be represented in the Corral del Coliseo. For what said the landlord of the Corral """"...because such contempt should not be given, to your mercy I beg and beg, command to arrest the said authors of comedies, which are Juan Acacio and Diego de Vallejo, and remove the posters that are placed, executing them for the penalties in which they have incurred and in the damages that the treasury of this city for the said cause have been followed and continue, and I ask for justice. / So for proof of the above, I make a demonstration of one of the posters that the aforementioned have posted by the corners and the auto for your mercy provided and notifications, and I ask for justice..."""". They serve these writings to revive the society of the time and understand the theater of the Spanish golden age.

Also referred to the Corral del Coliseo in a contract by which he was forced to represent 30 functions to the company that ran the parents of Bárbara Coronel and in which she herself acted, before being a renowned actress in that epoch.",Corral del Coliseo,124
"Galina Kostenko

Galina Kostenko (born 8 October 1938) is a Soviet athlete. She competed in the women's high jump at the 1964 Summer Olympics.",Galina Kostenko,125
"Mike Bugarewicz

Michael ""Mike"" Bugarewicz is an American NASCAR crew chief. He is currently employed at Stewart-Haas Racing, serving as the crew chief since 2016 for the No. 14 Ford Fusion in the Monster Energy NASCAR Cup Series. The car is currently driven by Clint Bowyer, and they are both expected to return for the 2018 season.",Mike Bugarewicz,126
"Gwenda Matthews

Gwenda Matthews (born 6 June 1944) is a British athlete. She competed in the women's high jump at the 1964 Summer Olympics.",Gwenda Matthews,127
"Wairua

Wairua may refer to:",Wairua,128
"Mitsuko Torii

Mitsuko Torii (born 9 August 1943) is a Japanese athlete. She competed in the women's high jump at the 1964 Summer Olympics.",Mitsuko Torii,129
"Justin Watkins

Justin Lee Watkins (born May 27, 1979) is a Democratic member of the Nevada Assembly. He represents the 35th district, which covers parts of the southwestern Las Vegas Valley.

Watkins was born in Las Vegas in 1979, and graduated from Oregon State University in 2001. He received his Juris Doctor from the University of San Diego School of Law in 2004. Watkins practices law with Battle Born Injury Lawyers, a firm that includes fellow Assemblyman Steve Yeager. He is licensed to practice law in California, Nevada, and Utah.

Watkins ran for the Assembly in 2016. He was unopposed in the Democratic primary and defeated incumbent Republican Brent A. Jones.

In October 2017, Watkins announced he would not seek reelection in 2018.

Watkins and his wife, Marni, have 2 daughters; Adyson and Sydney.

Watkins identifies as a moderate Democrat. He supports expanding background checks for gun purchases.",Justin Watkins,130
"Nazli Bayat Makou

Nazli Bayat Makou (born 16 September 1945) is an Iranian athlete. She competed in the women's high jump at the 1964 Summer Olympics.",Nazli Bayat Makou,131
"Ariari

Ariari or Ariyari is one of the six blocks of Sheikhpura district of Bihar, India.",Ariari,132
"2017–18 Brown Bears women's basketball team

The 2017–18 Brown Bears women's basketball team represents Brown University during the 2017–18 NCAA Division I women's basketball season. The Bears, led by fourth year head coach Sarah Behn, play their home games at the Pizzitola Sports Center and are members of the Ivy League.

They finished the season 17–13, 7–7 in Ivy League play to finish in a tie for fourth place. They lost in the semifinals of the Ivy Women's Tournament to Penn. They were invited to the Women's Basketball Invitational where defeated UMBC in the first round before losing in the quarterfinals to UNC Greensboro.

!colspan=9 style=| Non-conference regular season
!colspan=9 style=| Ivy League regular season
!colspan=9 style=| Ivy League Women's Tournament",2017–18 Brown Bears women s basketball team,133
"Tipapan Leenasen

Tipapan Leenasen (born 9 September 1943) is a Thai athlete. She competed in the women's high jump at the 1964 Summer Olympics.",Tipapan Leenasen,134
"Warakamai

The Warakamai, now more frequently known as the Warrgamay, are an indigenous Australian people of the state of Queensland.

Their language, Warrgamay, is now extinct. It was a variety of Dyirbalic, and appears to be composed of three distinct dialects:""Wargamaygan"" spoken around the lower reaches of the Herbert River; ""Biyay"" spoken at the mouth of the Herbert, in the area of Halifax and Bemerside; and ""Hinchinbrook Biyay,"" spoken around the coastal area south of Cardwell and offshore on Hinchinbrook Island.

The Warakamai were the indigenous people of Halifax Bay, and held in Norman Tindale's calculations, approximately of tribal domains. An early resident, James Cassady, specified that they had 50 miles of shortline extending into the hinterland approximately 15 miles. Their northern neighbours were the Girramay, while to their south lay the Wulgurukaba.

The Warakamai were divided into several hordes:

The intermarriage of groups has been classified as follows:

Circumcision as an initiatory rite was unknown among the Warakamai. They did practice tooth avulsion, ritual scarification and piercing of the septum to wear nose bones. Polygamy was common, and widows were married to their deceased husband's brother.

The area of Halifax Bay first began to be settled by white colonialists in 1865. At that time the numbers of Warakami were estimated to amount to roughly 500 people. Within 15 years, they had declined by 300, a mere 40 of the surviving 200 being men. The difference was due to their being relentlessly hunted and gunned down by mounted native troopers under white supervision, together with settlers, both of whom 'shot as many of the males of the tribe as possible.'",Warakamai,135
"Bohrer

Bohrer is a German occupational surname literally meaning ""one who bores/drills."" Notable people with this name include:",Bohrer,136
"REDMAP

REDMAP (short for Redistricting Majority Project) is a project of the Republican State Leadership Committee of the United States to increase Republican control of Congressional seats, largely through determination of electoral district boundaries. The project has reportedly made effective use of partisan gerrymandering, by relying on previously unavailable mapping software such as Maptitude to improve the precision with which district lines are strategically drawn.

""Salon"" editor David Daley, author of the 2016 book ""Ratf**ked"", argues that beginning in 2010, the GOP sought control of governorships and state legislatures for the express purpose of controlling redistricting to protect House Republican seats. This push was led by the Republican Senate Leadership Committee, and organized by Chris Jankowski as the Redistricting Majority Project. GOP strategist Karl Rove discussed this strategy with ""The Wall Street Journal"".",REDMAP,137
"Vera Fonaroff

Vera Fonaroff (June 14, 1883, Kiev - July 23, 1962, New York, NY) was an American classical violinist and violin teacher of Russian-Jewish heritage.

Born in Kiev on June 14, 1883, to Alexander and Sonia Hochstein, the family immigrated to the United States in 1900. In 1905 she married Mark Fonaroff, a fellow Russian emigrant who was also her violin teacher. They had two daughters. Olga Fonaroff (1910-1933) was mentally handicapped. Nina Fonaroff (1914-2003) became a dancer with the Martha Graham Dance Company.

At nine years old, Fonaroff debuted as a violin soloist with the Metropolitan Opera House Orchestra, and thereafter made frequent solo appearances. After a period in Engand, studying and touring as a soloist and recitalist with the pianist Richard Epstein, she returned to New York to study with Franz Kneisel. 
In 1909, Fonaroff joined the all-woman Olive Mead String Quartet as second violinist.

In 1923, Fonaroff began teaching at the Juilliard School. From 1926 to 1939 and 1948 to 1955, she taught violin, and she was director of violin instruction from 1924 to 1930. From 1941 to 1962, she was also on the faculty at the Mannes College of Music. Fonaroff also taught at the Damrosch Institute, the Henry Street Settlement Music School, and the Curtis Institute of Music in Philadelphia. Her students included Sanford Allen, the first black member of the New York Philharmonic.",Vera Fonaroff,138
"2017–18 Dartmouth Big Green women's basketball team

The 2017–18 Dartmouth Big Green women's basketball team represents Dartmouth College during the 2017–18 NCAA Division I women's basketball season. The Big Green, led by fifth year head coach Belle Koclanes, play their home games at Leede Arena and are members of the Ivy League.

!colspan=9 style=| Non-conference regular season
!colspan=9 style=| Ivy League regular season
!colspan=9 style=| Ivy League Men's Tournament",2017–18 Dartmouth Big Green women s basketball team,139
"Rafael Moreira (disambiguation)

Rafael Moreira is a musician.

Rafael Moreira may also refer to:",Rafael Moreira  disambiguation ,140
"Peter Jones (surgeon)

Peter Henry Jones (1 March 1917 – 30 July 1984), was born in Monmouth and is best known for his role in assisting Sir Clement Price Thomas in the pneumonectomy of King George VI in 1951. 

He subsequently remained professionally close to Price Thomas, pursuing a career in Cardiothoracic surgery.
Jones was educated in Pontypool at Haberdashers' Aske's West Monmouth School.

Qualifying in medicine from Westminster Hospital Medical School in 1939, Jones stayed on at the hospital to complete his junior house posts. Between 1942 and 1946, he joined the Royal Army Medical Corps as a regimental medical officer to a field artillery regiment in North Africa and Italy. He witnessed the Salerno landing and the attack on Monte Cassino. Declining an elevation in rank, he opted to endure the rest of the war along with his regiment. Returning to England in 1946, Jones continued his surgical training and passed the FRCS in 1948. Afterwards, he joined the surgical team under Sir Clement Price Thomas at the Brompton Hospital and Westminster Hospitals.

Baguley and Davyhulme Hospitals appointed Jones as thoracic surgeon in 1955 and Manchester Royal Infirmary took him on in 1960. Also, in 1960, Jones attended the Presbyterian Hospital in San Francisco to learn new techniques in open heart surgery. After spending six months with Dr Frank Gerbode, he returned to Westminster Hospital as thoracic surgeon. 

As Hunterian Professor, he gave a lecture on bronchial sleeve resection in 1958. 

In 1951, Jones spent three weeks as resident surgeon in Buckingham Palace. On 23 September 1951, whilst still in the palace, he had assisted Price Thomas with the pneumonectomy on King George VI’s lung cancer. In return, he was awarded the MVO. The surgery has since been researched and re-enacted by real surgeons in Stephen Daldry's The Crown (TV series).

Jones enjoyed fishing and antique clocks. Coronary artery disease and an illness resulting in loss of voice limited his activities and resulted in his premature retirement.

He died on 30 July 1984 leaving his wife Monica, two children and four grandchildren.",Peter Jones  surgeon ,141
"Facing It

""Facing It"" is a poem by American poet and author Yusef Komunyakaa. It is a reflection on Komunyakaa's first visit to the Vietnam Veterans Memorial. Komunyakaa served in Vietnam from 1969 to 1970, during which time he wrote for army newspaper ""Southern Cross"". It is the second poem written by Komunyakaa about Vietnam. R. S. Gwynn has referred to the poem as “the most poignant elegy that has been written about the Vietnam War.” 

The poem was his second to deal with the topic of the Vietnam War. He first wrote a poem dealing with Vietnam fourteen years after returning from the war. ""Facing It"" was written approximately a year after visiting the Vietnam Veterans Memorial. Komunyakaa has said ""Facing It"" influenced the other poems of the collection in which it was first published, ""Dien Cai Dau"".

The poem concerns the speaker's visit to the Vietnam Veterans Memorial, a black gabbro wall engraved with the names of American soldiers who died in the war. The wall is polished so that it is reflective.

Like jazz, the poem appears to be free of form, but it is in fact split into a verse-bridge-verse structure similar to many jazz songs. The first thirteen lines reflect on the speaker's reaction, and the final thirteen reflect on the reactions of others; these two sections are separated by a shorter section describing the act of finding and touching a name.

The poem is one of several by Vietnam veterans to deal with memorials. Andrew Palmer and Sally Minogue have contrasted the ""ambivalent response"" of ""Facing It"" with W. D. Ehrhart's ""The Invasion of Grenada"", in which the speaker rejects the idea of a Vietnam memorial and refuses to engage with ""...that
vast black wall of broken lives"".

The poem has been anthologized in a number of collections, and is perhaps Komunyakaa's best known work.",Facing It,142
"Rangrang Line

The Rangrang Line is a non-electrified freight-only railway line of the Korean State Railway in Ryŏkp'o-guyŏk and Rangrang-guyŏk, P'yŏngyang, North Korea, running from Ryŏkp'o on the P'yŏngbu Line to Rangrang,

The Rangrang Line was opened in 1989 to assist with the construction of the East P'yŏngyang Thermal Power Plant that began that year; since then, the line is used to supply the power plant with coal.

A yellow background in the ""Distance"" box indicates that section of the line is not electrified.",Rangrang Line,143
"Drunk tank (disambiguation)

A drunk tank is a jail cell or facility accommodating people who are intoxicated.

The term may also refer to:",Drunk tank  disambiguation ,144
"Agnes Oxenbridge and Elizabeth Etchingham

Agnes Oxenbridge (died August 4, 1480) and Elizabeth Etchingham (died December 3, 1452) have a joint memorial brass on the floor of the side aisle of The Assumption of Blessed Mary and St Nicholas church at Etchingham, England. The brass is in front of the monument to Etchingham's ancestors. The Latin inscription under Elizabeth Etchingham identifies her as the first daughter of Thomas and Margaret Etchingham. The text under Agnes Oxenbridge identifies her as the daughter of Robert Oxenbridge. Both Judith M. Bennett in ""The Lesbian Premodern"" than Alan Bray in ""Homosexuality in Renaissance England"" recognized the memorial brass like those made for a married couple and therefore think that the one between Oxenbridge and Etchingham was a particular friendship, probably a medieval example of Lesbian relationship.

Elizabeth Etchingham was the daughter of Thomas Etchingham II (1424/25 - 1486) and Margaret West, daughter of Reginald West, 6th Baron De La Warr. The monument to Thomas Etchingham I and his parents is in front of the memorial brass of his granddaughter.

Agnes Oxenbridge was the daughter of Robert Oxenbridge (died 1487), of Brede, and his wife Ann Livelode (or Anne Lyvelode) (died 1494).

The Etchingham and Oxenbridge families were deeply connected: Thomas Oxenbridge (died 1540) inherited both Etchingham and Mountfield manors from his mother Elizabeth, sister of Elizabeth Etchingham, born in 1460, 8 years after the death of her sister; she married in 1500 Goddard Oxenbridge (died 1531), son of Robert Oxenbridge and Anne Lyvelode, and therefore brother of Agnes Oxenbridge.",Agnes Oxenbridge and Elizabeth Etchingham,145
"Michel Portmann

Michel Portmann (born 26 August 1941) is a Swiss athlete. He competed in the men's high jump at the 1968 Summer Olympics.",Michel Portmann,146
"Asprenas Calpurnius Serranus

Asprenas Calpurnius Serranus (died AD 41) was a Roman senator who was active in the first century. He was appointed ordinary consul in 38 as the colleague of Marcus Aquila Julianus. His complete name is Publius Nonius Asprenas Calpurnius Serranus.

Serranus was the son of Lucius Nonius Asprenas, ordinary consul of AD 6 and Calpurnia L. Pisonis f., the daughter of Lucius Calpurnius Piso Caesoninus consul in 15. He is known to have two brothers, Lucius Nonius Asprenas suffect consul in AD 29, and Nonius Asprenas Calpurnius Torquatus.

Only one event is known of his life. On the morning that the emperor Caligula was assassinated, while offering a sacrifice Serranus had gotten some blood on his garments. Later that day, when Caligula had been murdered, the emperor's German bodyguards sought his assassin with their swords drawn. The first person they encountered was Serranus, and assuming the blood on his clothes was human summarily slew him. Then they cut off his head and, with those assassins they had found and killed, paraded about with it.

Although the name of his wife is not known, Serranus is attested as having three sons: the rhetor Publius Nonius Asprenas; Publius Nonius Asperenas Caesianus; and Publius Nonius Asprenas Caesius Cassianus, suffect consul in either 72 or 73.",Asprenas Calpurnius Serranus,147
"John George Johnson

John George Johnson (1829–1896) was an English Conservative Party politician. 

He was elected Conservative MP for Exeter in 1874 but was defeated at the next election in 1880.

During 1872, he was also High Sheriff of Devon. He married Frances Grace Brinckman, daughter of Sir Theodore Brinckman, 1st Baronet.",John George Johnson,148
